,500
CaM,0.0008832504158635
Myoc,0.005426162836868
Myom,0.1340549401717293
SLH_jn,0.1141729376127803
SLH_sl,0.2179085617516665
SLL_jn,0.016625177908122
SLL_sl,0.0271260404384982
SRB,0.0052933924868687
TnCHc,0.131007201585406
TnCHm,0.0042122584711627
TnCL,0.0219965881696425
Ca_i,0.0002666597764048
Ca_jn,0.0004015295053989
Ca_sl,0.0002965786782101
NaB_jn,3.844871692312779
NaB_sl,0.8389587620369688
Na_jn,10.340922133958914
Na_sl,10.34159663190261
Ca_sr,0.5187779738023259
Csqn,1.1540437547610345
V,-74.85475343427791
d,1.7118591350918927e-05
f,0.9984262273364805
fCaB_jn,0.0598611071733543
fCaB_sl,0.0452601472694262
K_i,120.0
xr,0.009498936187907
xs,0.0068030952268181
Na_i,10.341823992449209
ikur_r,0.000335780973532
s,0.9269310278187338
h,0.3605385078232465
j,0.1748562270478575
m,0.0143914681869325
hl,0.0297615891101433
ml,0.0081280592731895
x,0.001213315613411
y,0.9509540465705176
i,1.1418040760260073e-06
o,2.858776322863384e-06
ryr_r,0.714586671139664
fluo_i,1.2620594480779545e-21
fluo_jn,0.0
fluo_sl,2.1244702731219847e-21
Cai_mean,0.0002676605725107
fluo_mean,1.2867678788453917e-21
