,500
CaM,0.0008971784183142
Myoc,0.0054076765568101
Myom,0.1340754274362507
SLH_jn,0.114641168598866
SLH_sl,0.2192052014113344
SLL_jn,0.0167860705480301
SLL_sl,0.0274512715276595
SRB,0.0053527356339057
TnCHc,0.1309688981334514
TnCHm,0.0042340911440754
TnCL,0.0222365261464616
Ca_i,0.0002710290838095
Ca_jn,0.0004055422319569
Ca_sl,0.0003002190666237
NaB_jn,3.841951190746458
NaB_sl,0.8383201326689704
Na_jn,10.32510355847496
Na_sl,10.32569222439098
Ca_sr,0.5189619825100733
Csqn,1.154271265688238
V,-74.72073245633176
d,1.7505344283150314e-05
f,0.9983961998357334
fCaB_jn,0.0602456801143755
fCaB_sl,0.045665805770966
K_i,120.0
xr,0.0094052821751698
xs,0.0068673324186711
Na_i,10.32591283373119
ikur_r,0.0003410791126226
s,0.9269970112577208
h,0.3550679996107639
j,0.1706868503417167
m,0.0147720065454839
hl,0.0291587597777594
ml,0.0083043887496529
x,0.0012281820252919
y,0.9503945056165776
i,1.1684622045210204e-06
o,2.9097823666247985e-06
ryr_r,0.7134861435559484
fluo_i,0.0026827364982542
fluo_jn,0.003538600765488
fluo_sl,0.0028879304444796
Cai_mean,0.0002720078519992
fluo_mean,0.0026895447372449
