,250
CaM,0.0015450249059413
Myoc,0.0089502182952637
Myom,0.130549478450434
SLH_jn,0.1421642594609051
SLH_sl,0.2858211154060679
SLL_jn,0.0295007248021859
SLL_sl,0.0495429272410724
SRB,0.0076715846862698
TnCHc,0.1345276905927726
TnCHm,0.002579071935411
TnCL,0.0323136294138807
Ca_i,0.0004769546361911
Ca_jn,0.0007287459010376
Ca_sl,0.0005511185880663
NaB_jn,4.0751857963220806
NaB_sl,0.8890750031584422
Na_jn,11.684900063712972
Na_sl,11.68418348556261
Ca_sr,0.5517624924181971
Csqn,1.1937260631456974
V,-65.86333964357455
d,7.75399352460377e-05
f,0.965884368691846
fCaB_jn,0.1765972760953823
fCaB_sl,0.1087744359211453
K_i,120.0
xr,0.0437189877971767
xs,0.0153265835154069
Na_i,11.684346153507512
ikur_r,0.0011589980681137
s,0.8635822229683956
h,0.041068159168363
j,0.0078918276001428
m,0.0727020995557067
hl,0.0024554456955355
ml,0.0330259433071696
x,0.002799595814531
y,0.7931504835021643
i,8.55629116576808e-06
o,7.363461150696601e-06
ryr_r,0.4624769784348321
fluo_i,0.0039347673427776
fluo_jn,0.0049765222290697
fluo_sl,0.0042888677284788
Cai_mean,0.0004793691035513
fluo_mean,0.0039461664017402
